,y,text,text_pt,contains_url,word_count,target,predictions
2761,neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .,"A partir de 1º de abril de 2007, a Cencorp não terá mais funcionários próprios no território.",False,17,1,neutral
2405,neutral,Autotank Group is part of Aspo 's Systems Division .,O Grupo Autotank faz parte da Divisão de Sistemas da Aspo.,False,11,1,neutral
2822,neutral,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital .","Berling Capital, Umo Capital e Veikko Laine são os maiores acionistas da Amanda Capital.",False,14,1,neutral
3194,neutral,The compnay also said that it would lower the price of development projects by about one third compared with last November .,A empresa também disse que reduziria o preço dos projetos de desenvolvimento em cerca de um terço em comparação com novembro passado.,False,22,1,positive
3103,neutral,"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .","Simultaneamente, a Alma Media adquiriu 35% das ações da Arena Interactive, uma subsidiária da Arena Partners com foco no desenvolvimento de soluções móveis.",False,23,1,neutral
2,positive,With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,"Com a nova planta de produção a empresa aumentaria sua capacidade para atender ao aumento esperado de demanda e melhoraria o uso de matérias-primas e, portanto, aumentaria a lucratividade da produção.",False,31,2,positive
4048,negative,Scanfil has also issued a profit warning .,Scanfil também emitiu um alerta de lucro.,False,7,0,negative
2909,neutral,"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .","Os centros de inovação da Alemanha estão unidos no foco nas empresas, que visam o uso de tecnologias e o desenvolvimento de novos tipos de atividades, apoiando as empresas iniciantes em todo o espectro de seus serviços.",False,37,1,neutral
1561,positive,"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .","Um dos elevadores instalados será um elevador de dois andares, que permite um uso mais eficiente do espaço central do edifício.",False,21,2,neutral
2417,neutral,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height .","Composto por sete unidades interligadas, o centro logístico da Mega Image terá 347 metros de comprimento e 12 metros de altura.",False,21,1,neutral
2167,positive,"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .","Anteriormente, a EB forneceu uma solução personalizada para a LG Electronics e agora está disponibilizando-a comercialmente para outros fornecedores de terminais móveis, bem como para operadoras sem fio.",False,28,2,neutral
1837,positive,"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .","Taxas de bits mais altas para tráfego de saída melhoram a experiência do usuário final em serviços de banda larga móvel, como videoconferência, compartilhamento de arquivos e envio de e-mails com anexos.",False,32,2,positive
2663,neutral,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .","A venda, que compreende o negócio de margarinas na Finlândia e na Polônia, segue a aprovação das autoridades de concorrência polonesas no início de outubro.",False,25,1,neutral
3473,positive,7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,7 de março de 2011 - A empresa finlandesa de TI Digia Oyj HEL: DIG1V anunciou hoje um acordo com a operadora de telefonia móvel Nokia Oyj HEL: NOK1V para adquirir o licenciamento comercial e negócios de serviços relacionados à tecnologia Qt da Nokia.,False,44,2,positive
1339,neutral,Symphony Services provides development services for Aldata GOLD .,Symphony Services fornece serviços de desenvolvimento para Aldata GOLD.,False,9,1,neutral
4132,neutral,Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,"A finlandesa Honkarakenne, especializada na construção de casas de toras, está planejando usar pinho da Carélia russa.",False,17,1,neutral
2036,neutral,The four-year contract between the bank and Ski Sport Finland will bring the bank 's advertisements to skiers helmets and caps .,O contrato de quatro anos entre o banco e a Ski Sport Finland levará os anúncios do banco a capacetes e bonés para esquiadores.,False,24,1,neutral
3566,neutral,Finnish construction company YIT HEL : YTY1V said it had agreed to take over German facility engineering and facility systems firm Caverion for EUR73m USD90 .3 m .,"A construtora finlandesa YIT HEL: YTY1V disse que concordou em adquirir a empresa alemã de engenharia e sistemas de instalações Caverion por EUR73 milhões e US $ 90,3 milhões.",False,29,1,positive
3364,neutral,"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties .","A transação abrange um lote de construção de 46.763 m² e edifícios de fábrica de 19.631 m². Desde o outono de 2007, quando a Scanfil interrompeu suas operações de produção em Oulu, as instalações foram parcialmente alugadas a terceiros.",False,39,1,neutral
849,positive,Industry Investment is very interested in Glaston 's solar energy projects .,O Industry Investment está muito interessado nos projetos de energia solar da Glaston.,False,13,2,neutral
936,positive,"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .","Com isso, as distribuidoras passarão a distribuir, além da oferta atual de produtos, molinetes, varas e outros produtos de pesca Shimano com exclusividade.",False,23,2,neutral
260,positive,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,"As receitas relacionadas com passageiros aumentaram 5,1% para 460,8 milhões de EUR de 438,5 milhões de EUR em 2009.",False,19,2,positive
140,positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,"O lucro operacional do grupo financeiro finlandês Aktia em 2009 aumentou para EUR 47,0 milhões de EUR 6,6 milhões em 2008.",False,21,2,positive
4704,negative,Export declined by 6 percent to 16.4 million liters .,"As exportações diminuíram 6%, para 16,4 milhões de litros.",False,9,0,negative
832,positive,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,"A empresa finlandesa de sistemas de manuseio Cargotec Oyj (HEL: CGCBV) disse hoje que ganhou um contrato de 13 milhões de euros (US $ 16,6 milhões) para entregar tampas de escotilha MacGregor para navios encomendados pelo armador norueguês Grieg Shipping.",False,40,2,positive
2639,neutral,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",A fábrica terá capacidade para produzir 500 mil toneladas de celulose por ano.,False,13,1,neutral
2197,neutral,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,"A empresa espera vendas líquidas de 65 milhões de euros (US $ 85,1 milhões) em 2006.",False,16,1,neutral
2318,neutral,28 January 2011 - Finnish technology center operator Technopolis Oyj (HEL : TPS1V)said today it will invest EUR22 .5 m in the construction of the second phase of an office facility in Tampere .,"28 de janeiro de 2011 - A operadora finlandesa do centro de tecnologia Technopolis Oyj (HEL: TPS1V) disse hoje que vai investir EUR22,5 milhões na construção da segunda fase de um escritório em Tampere.",False,34,1,positive
3842,neutral,The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .,Esperava-se que a fusão entre as duas operadoras de telecomunicações resultasse na quarta maior operadora de telecomunicações do mundo.,False,19,1,positive
2410,neutral,"Besides , Pit-Produkt will enter the new segments .","Além disso, Pit-Produkt entrará em novos segmentos.",False,7,1,positive
2283,positive,"Order intake , on the other hand , is expected to be stronger than in 2007 .","A entrada de pedidos, por outro lado, deve ser maior do que em 2007.",False,14,2,positive
2868,neutral,"Elsewhere , the tendency is towards more developed packaging than before .","Em outros lugares, a tendência é para embalagens mais desenvolvidas do que antes.",False,13,1,positive
2744,negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily .","A Scanfil, fornecedora de sistemas e fabricante contratada para o setor de comunicações, vai iniciar negociações de pessoal em Oulu, na Finlândia, para dispensar temporariamente o pessoal.",False,27,0,negative
2872,positive,Etteplan targets to employ at least 20 people in Borl+∆nge .,A Etteplan tem como meta empregar pelo menos 20 pessoas em Borl + ∆nge.,False,14,2,neutral
3012,neutral,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .","A Mercator usará o software para suas operações de logística, varejo e atacado na Eslovênia e seus outros mercados no sudeste da Europa.",False,23,1,neutral
2811,neutral,"At the moment , there are approximately 20 Vianor sales offices in Russia .","No momento, existem cerca de 20 escritórios de vendas da Vianor na Rússia.",False,13,1,neutral
3082,neutral,R&D Loan ) .,Empréstimo de P&D).,False,3,1,neutral
3180,neutral,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .","O conselho de administração da empresa irá propor um dividendo de EUR 0,95 por ação para 2008 na assembleia geral anual, programada para ser realizada em 23 de março de 2009.",False,31,1,neutral
533,neutral,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .","Com esta subscrição, a participação da Fortum na TGK-10 aumentou para um pouco mais de 76% das ações e direitos de voto.",False,22,1,positive
16,positive,"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .","HELSINKI (AFX) - As ações fecharam em alta, lideradas pela Nokia após anunciar planos de se associar à Sanyo para fabricar aparelhos 3G, e pela Nokian Tyres depois que seu relatório de lucros do quarto trimestre superou as expectativas dos analistas, disseram revendedores.",False,43,2,positive
3281,neutral,"The number of class A shares remains unchanged at 9,526,089 shares .",O número de ações de classe A permanece inalterado em 9.526.089 ações.,False,12,1,neutral
1041,neutral,"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .","Os investimentos abrangem vários tipos de produtos e investimentos, incluindo varejo, hotelaria, escritórios e residenciais, com participações em carteiras imobiliárias, empréstimos inadimplentes e reestruturações corporativas.",False,25,1,neutral
2435,neutral,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group .","Erkki Jarvinen, presidente da Rautakirja e chefe da divisão Sanoma Trade, deixará suas funções atuais na primavera de 2009 por um cargo semelhante fora do Grupo Sanoma.",False,27,1,neutral
2882,neutral,"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .",O grupo finlandês de aluguel de máquinas e equipamentos para construção Cramo Oyj disse em 21 de março de 2007 que sua subsidiária sueca Cramo AB vai vender sua subsidiária holandesa Cramo Nederland B.V. (CNL) para a empresa holandesa de aluguel e andaimes Jaston Groep B.V. por uma quantia não revelada.,False,51,1,neutral
2294,positive,The company expects net sales to significantly increase from 2009 .,A empresa espera que as vendas líquidas aumentem significativamente a partir de 2009.,False,13,2,positive
744,positive,"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .","""O negócio de margarinas foi colocado em boa forma nos últimos dois anos, tornando-se uma adição natural à Bunge, que busca alavancar sua posição nos mercados da Europa Central e do Norte"", disse o CEO da Raisio, Matti Rihko, em um comunicado .",False,43,2,positive
3360,neutral,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",O tamanho total do complexo é de cerca de 25.000 m2 e o projeto será construído em etapas.,False,18,1,neutral
3664,neutral,Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 .,O Sr. Doring está na Eaton desde 1989 e atuou como Gerente da Unidade de Negócios da Unidade de Negócios de Controles de Energia da Eaton desde janeiro de 2007.,False,30,1,neutral
3297,neutral,The passenger tunnel is expected to be put into operation in 2009 .,O túnel de passageiros deverá ser colocado em operação em 2009.,False,11,1,neutral
2439,neutral,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,fachadas em Riga 8 de março de 2010 - A construtora finlandesa YIT Oyj HEL: YTY1V disse hoje que vai construir o quadro e as fachadas em um projeto de construção de torre em Riga.,False,35,1,neutral
206,positive,"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .","A Svyturys-Utenos Alus, que é controlada pelo grupo nórdico Baltic Beverages Holding (BBH), registrou um crescimento de 4,7 por cento nas vendas de cerveja de janeiro a maio, para 46,22 milhões de litros.",False,33,2,positive
352,positive,Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,"O lucro operacional aumentou para EUR 14,0 milhões de EUR 4,9 milhões no período correspondente em 2005.",False,17,2,positive
3936,neutral,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .","A usina de Olkiluoto de 1.740 MW de duas unidades da TVO gerou 14,2 TWh com uma relação operacional em ambos os reatores de 93,5%, que a empresa descreveu como ""alta para os padrões internacionais"".",False,35,1,positive
3875,neutral,The result before taxes was a loss of 25.0 million euros .,"O resultado antes dos impostos foi um prejuízo de 25,0 milhões de euros.",False,13,1,negative
1639,neutral,The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy .,"O potencial adquirente é a Cencorp Corporation, que é uma entidade relacionada à SAV devido a cada uma das SAV e Cencorp ser uma subsidiária do Finnish Savcor Group Oy.",False,30,1,neutral
861,neutral,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,As vendas líquidas em 2007 totalizaram EUR 329 milhões e a margem operacional foi acima de 19%.,False,17,1,positive
18,positive,"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .","Seu conselho de administração irá propor um dividendo de EUR0,12 por ação para 2010, acima dos EUR0,08 por ação pagos em 2009.",False,22,2,positive
2815,neutral,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,O Basware Business Transactions Service permite que o cliente receba e envie faturas em formato eletrônico.,False,16,1,neutral
431,neutral,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,O aumento da quantidade de ações tem como base os direitos de opção que foram outorgados aos administradores da companhia no âmbito do plano de opção de compra de ações 2006,False,31,1,positive
550,positive,Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,Os equipamentos da Nokian Capacitors serão usados para aumentar a capacidade e confiabilidade da rede elétrica indiana.,False,17,2,positive
2275,positive,"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint .","Jarmo Honkamaa, chefe do negócio de refino de petróleo da Neste Oil, diz que a situação parece promissora do ponto de vista deles.",False,23,2,positive
590,neutral,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",A Ponsse planeja criar uma rede baseada em fortes parcerias e participar da produção de entidades maiores do que as atuais.,False,21,1,positive
337,positive,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .","Em julho-setembro de 2008, as vendas líquidas da YIT aumentaram para EUR 970,8 milhões, em comparação com EUR 906,8 milhões no período correspondente em 2007.",False,25,2,positive
2587,neutral,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,"O conselho de administração da empresa propôs um dividendo de 0,12 euros por ação para 2006.",False,16,1,neutral
1118,neutral,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .","""Respeitamos a decisão deles ... as discussões estão encerradas"", disse Kai Telanne, CEO da Alma Media.",False,16,1,neutral
4274,neutral,"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",`` Temos um contrato de licença com a Nokia Corp. que expira parcialmente em 9 de abril de 2007.,False,19,1,neutral
1959,negative,More than a third of the original participants dropped out due to nausea and other side effects .,Mais de um terço dos participantes originais desistiram devido a náuseas e outros efeitos colaterais.,False,15,0,negative
4786,negative,Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,A empresa de carne finlandesa Atria não pode mais prometer uma quantidade suficiente de carne bovina doméstica aos seus clientes.,False,20,0,negative
2374,neutral,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 .","De acordo com ele, as obras começarão na primavera de 2007 e a instalação será inaugurada na primavera de 2008.",False,20,1,neutral
2113,neutral,"In 2010 , the Marimekko Group s net sales were EUR 73,297 thousand ( EUR 72,473 thousand ) and operating profit was EUR 8,169 thousand ( EUR 6,291 thousand ) .","Em 2010, as vendas líquidas do Grupo Marimekko foram de 73.297 milhares de euros (72.473 milhares de euros) e os resultados operacionais de 8.169 milhares de euros (6.291 milhares de euros).",False,31,1,neutral
3052,positive,"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .","Na quarta-feira, anunciou que o governo vai propor a concessão de licença para dois reactores, um a ser construído pela Fennovoima e outro pela TVO.",False,25,2,neutral
1785,neutral,"Aug. 31 , 2009 (Gawker Media delivered by Newstex)-- If you love fishing video games but felt that there just was n't enough wackiness involved , then Activision 's (NASDAQ : ATVI) Rapala : We Fish might just catch your eye with its family-fun hook .","31 de agosto de 2009 (Gawker Media fornecido pela Newstex) - Se você adora videogames de pesca, mas acha que não há maluquices suficientes envolvidos, então o Rapala da Activision (NASDAQ: ATVI): Nós, peixes, podemos pegar seu olho com seu gancho para diversão em família.",False,45,1,neutral
3600,neutral,"In addition , the company is considering the start of production in Russia .","Além disso, a empresa está considerando o início da produção na Rússia.",False,12,1,neutral
1183,neutral,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .","CapMan, uma gestora de ativos, tem EUR 3 bilhões em ativos sob gestão na região nórdica.",False,16,1,neutral
468,neutral,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .","R Em agosto de 2007, Latvijas Finieris encomendou todas as linhas de produção para uma nova fábrica de folheado verde a ser construída em Ukmerge, centro da Lituânia.",False,28,1,neutral
1724,positive,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .","A ação está sendo negociada acima de seus MAPs e o MAP de 50 dias de SEK72 .983 é maior do que o MAP de 200 dias de SEK70 .283, um indicador de alta.",False,34,2,neutral
2523,positive,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,Oriola-KD espera que seu faturamento em 2008 seja superior ao faturamento comparável de 2007.,False,14,2,positive
869,positive,"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .","O Pioneer Library System foi uma das 127 bibliotecas, municipalidades, artes, cultura e organizações de ensino superior e ciência que receberam bolsas para participar do The Big Read, o maior programa federal de leitura da história dos Estados Unidos.",False,39,2,positive
1174,neutral,"As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia .","Em agosto de 2008, a região de vendas e serviços da Glaston no norte da Ásia foi atualizada para uma nova área de mercado, o norte da Ásia.",False,28,1,neutral
3576,neutral,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .","Após a cisão, o vice-presidente de comércio farmacêutico do grupo na Finlândia, Jukka Niemi, será nomeado diretor administrativo da Oriola, além de suas responsabilidades atuais.",False,25,1,neutral
741,positive,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''","`` Depois que a compra de ações for concluída, o financiamento também será fornecido para expandir a infraestrutura de banda larga da Letônia e para desenvolver novas áreas de negócios, incluindo aquisições de outras empresas. ''",False,36,2,positive
1506,neutral,"Demonstrations of the broad capabilities of the Mobility Business Suite will be organized during the 3GSM World Congress in Barcelona , from February 12th to 15th .","Demonstrações das amplas capacidades do Mobility Business Suite serão organizadas durante o 3GSM World Congress em Barcelona, de 12 a 15 de fevereiro.",False,23,1,neutral
4058,positive,"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .","Medidas de corte de custos, que produziram cerca de EUR 70 milhões de economia nos últimos nove meses, amorteceram as perdas da companhia aérea, disse Finnair.",False,26,2,positive
670,negative,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,"23 de abril de 2010 - A empresa finlandesa de construção e engenharia Outotec Oyj HEL: OTE1V disse hoje que caiu para um prejuízo líquido de EUR7,3 milhões no primeiro trimestre de 2010 de um lucro líquido de EUR12,5 milhões no período correspondente do ano passado.",False,46,0,negative
4798,positive,The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,A meta de 2015 para vendas líquidas foi definida em EUR 1 bilhão e a meta de retorno sobre o investimento em mais de 20%.,False,25,2,neutral
1770,positive,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,HELSINKI AFX - A KCI Konecranes disse que ganhou um pedido de quatro guindastes panela de metal quente da produtora de aço indiana Bhushan Steel and Strips Ltd..,False,28,2,positive
2520,neutral,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .","Em 1º de dezembro, Grimaldi adquiriu 1,5 milhão de ações e uma participação de 50,1 por cento na Finnlines.",False,19,1,neutral
4154,negative,"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .","Como resultado, 12 pessoas serão despedidas e um total de 67 pessoas serão despedidas temporariamente.",False,15,0,negative
4184,negative,It is a disappointment to see the plan folded .,É uma decepção ver o plano desfeito.,False,7,0,neutral
1359,neutral,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,A empresa está estudando a viabilidade de concentrar a maior parte de sua produção de carne processada nas instalações de Vantaa e o processamento de carne fresca nas instalações de Forssa.,False,31,1,neutral
811,positive,"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .","De acordo com Sami Sarkamies, analista do grupo financeiro Nordea Nordea, isso torna o portfólio da Nokia competitivo novamente.",False,19,2,positive
4425,negative,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,"A meta da Stora Enso foi reduzida de 5,55 euros para 4,85 euros e a meta de Holmen - de 150 SEK para 135 SEK.",False,25,0,neutral
3268,neutral,The most significant challengers in the market are Logset and Sampo-Rosenlew .,Os desafiadores mais significativos do mercado são Logset e Sampo-Rosenlew.,False,10,1,neutral
1744,neutral,"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella .","O Sr. Atul Chopra, Diretor de Operações e Presidente, Tecnotree elaborou '' Estou ansioso para ver o sucesso contínuo do antigo Tecnomen, trazendo o produto Lifetree para MENA, sob o guarda-chuva Tecnotree.",False,32,1,positive
4492,neutral,"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .","Sukhraj Dulai, do bloco 2.900 de Boni Sue Court, um beco sem saída no lado norte da cidade, deu partida no veículo e entrou em sua casa por volta das 8h de terça-feira, deixando a porta da garagem aberta.",False,39,1,neutral
1374,neutral,The first of the two project phases is expected to be completed by the end of 2012 .,A primeira das duas fases do projeto está prevista para ser concluída até o final de 2012.,False,17,1,neutral
3596,neutral,In 2007 Etteplan reported a turnover of EUR125 .2 m.,"Em 2007, a Etteplan registrou um faturamento de EUR 125,2 milhões.",False,11,1,neutral
2376,neutral,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .","De acordo com estatísticas da Administração Marítima Finlandesa, o transporte marítimo não aumentou muito em janeiro-agosto de 2009, no entanto.",False,20,1,negative
2469,neutral,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements .","Além disso, nove contratos de trabalho a termo certo não serão estendidos e duas pessoas deixarão a empresa em regime de pensão.",False,22,1,negative
1924,neutral,"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .","Weber convenceu seu amigo Ray Ostrom, dono de uma loja de artigos esportivos na Lake Street, a vender as iscas.",False,20,1,neutral
1647,neutral,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",O contrato de aluguel de dez anos com direito a prorrogação nos termos existentes foi assinado entre Stockmann e o proprietário do shopping em 1998.,False,25,1,neutral
1996,positive,"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 .","No final do período em análise, a carteira de pedidos da Nordic Aluminium era de EUR 8,77 milhões, em comparação com EUR 7,04 em 2005.",False,25,2,positive
1172,neutral,"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .","Como resultado da fusão, o maior centro de manufatura por contrato de tecnologia de telecomunicações e eletrônica profissional da Finlândia será formado em Sievi.",False,24,1,neutral
3649,neutral,M+∆kel+∆ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,"M + ∆kel + ∆ está exigindo um novo Conselho para a empresa, bem como discussões sobre a fusão da mídia Alma e da empresa de mídia Talentum.",False,28,1,neutral
1319,neutral,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .","PESCA DE TORNEIO DE RAPALA: Com todos os principais títulos já lançados para as festas de fim de ano, jogos baratos como o Rapala visam um público menor.",False,28,1,neutral
421,neutral,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .","As entregas devem começar ainda em 2010, e o volume aumentará nos anos 2011-2012.",False,14,1,neutral
4160,neutral,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,Bertrand Sciard é vice-presidente do conselho de administração da Aldata Solution desde abril de 2007.,False,15,1,neutral
410,neutral,4 ) Complete name of the shareholder : Otto Henrik Bernhard Nyberg 5 ) Further information : The amount of shares now transferred corresponds to 5.68 % of the total number of shares in Aspo Plc. .,"4) Nome completo do acionista: Otto Henrik Bernhard Nyberg 5) Mais informações: A quantidade de ações agora transferida corresponde a 5,68% do total de ações da Aspo Plc. .",False,29,1,neutral
1534,neutral,"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .","No vídeo acima, a gerente de design da Marimekko, Noora Niiininoski, explica que as marcas se encaixam naturalmente porque ambas têm um estilo atemporal.",False,24,1,neutral
4692,negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,"A empresa confirmou a sua estimativa de receitas mais baixas para todo o ano de 2009 do que no ano anterior, EUR93,9 milhões, conforme apresentado no relatório intercalar de 5 de agosto de 2009.",False,34,0,negative
254,positive,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .","O lucro operacional foi de EUR 11,4 milhões, acima dos EUR 7,5 milhões.",False,13,2,positive
3425,neutral,"Upon establishment , the plan is directed to approximately 20 persons .","Após o estabelecimento, o plano é direcionado a aproximadamente 20 pessoas.",False,11,1,neutral
237,positive,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,"O lucro operacional aumentou para EUR 696,4 milhões, de EUR 600,3 milhões em 2009.",False,14,2,positive
208,positive,"In addition , Kone signed a two-year maintenance contract for the escalators .","Além disso, Kone assinou um contrato de manutenção de dois anos para as escadas rolantes.",False,15,2,positive
