,y,text,text_pt,contains_url,word_count,keywords_llama32
138,positive,Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,A Finnish Aldata Solution assinou um contrato de fornecimento de sua G.O.L.D. sistema para duas redes de varejo francesas.,False,19,"Aldata, Frância, Sistema

 *Justificativa:
    Aldata: está relacionada ao conteúdo do texto, que menciona a empresa Aldata como o fornecedor do sistema G.O.L.D.
    Frância: está relacionada ao local onde as empresas francesas operam
    Sistema: está relacionada à ideia de fornecimento de um sistema para duas redes de varejo francesas"
139,positive,Finnish Bank of +_land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,"O Finnish Bank of + _land informa que seu lucro operacional aumentou para EUR 21,3 milhões no segundo trimestre de 2009, de EUR 6,1 milhões no período correspondente em 2008.",False,30,"Investimento, Lucro, Operacional

*Justificativa:* Investimento: está presente na frase ""O Finnish Bank of + land informa"", sugerindo que há um investimento no lucro;      Lucro: está diretamente relacionada à ideia de aumento do lucro operacional;      Operacional: está relacionada ao conceito de lucro operacional, que é o lucro gerado por uma empresa sem considerar os juros ou outros tributos."
140,positive,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,"O lucro operacional do grupo financeiro finlandês Aktia em 2009 aumentou para EUR 47,0 milhões de EUR 6,6 milhões em 2008.",False,21,"Lucro, Operações, Financeiro

*Justificativa:
    *Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o aumento do lucro operacional do grupo financeiro|  
    *Operações: está relacionada ao contexto em que o lucro foi alcançado, ou seja, no ambiente das operações do grupo financeiro|  
    *Financeiro: está relacionada à natureza da informação apresentada, que é um relatório financeiro de um grupo de empresas."
141,positive,Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,"As vendas líquidas da fabricante finlandesa de maquinário florestal Ponsse aumentaram para EUR 51,3 milhões no primeiro trimestre de 2010, de EUR 37,5 milhões no período correspondente em 2009.",False,29,"Maquinário, Vendas e Crescimento

*Justificativa:*
 Maquinário: está diretamente relacionada ao conteúdo do texto, que menciona a fabricante finlandesa de maquinário florestal Ponsse;
 Vendas: está relacionada à informação sobre as vendas líquidas da empresa;
 Crescimento: está relacionada à comparação das vendas dos dois períodos (2009 e 2010)"
142,positive,Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,A finlandesa KCI Konecranes aumentou sua estimativa de crescimento de vendas líquidas em 2006 de mais de 25% para mais de 35%.,False,22,"Crescimento, Vendas, Estimativa

*Justificativa:
 
 Crescimento: está relacionada ao aumento da estimativa de crescimento das vendas líquidas da KCI Konecranes.
 Vendas: está diretamente relacionada ao conteúdo do texto, que menciona a estimativa de crescimento de vendas líquidas.
 Estimativa: está relacionada à ideia de previsão do crescimento das vendas líquidas da empresa."
143,positive,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,"A finlandesa Okmetic, que fabrica e processa wafers de silício para as indústrias de semicondutores e sensores, e a empresa norueguesa de wafer solar NorSun, assinaram um contrato sob o qual a Okmetic fornecerá monocristais de silício NorSun para uso na fabricação de células solares.",False,45,"Silício, Semicondutores, Solar

*Justificativa:
 * Silício: está presente no nome das empresas e no conteúdo do texto, relacionado à produção de wafers de silício;
 * Semicondutores: está diretamente relacionada ao tipo de produto que a Okmetic fabrica;
 * Solar: está relacionada ao uso da monocristais de silício para a fabricação de células solares."
144,positive,Finnish pharmaceuticals company Orion 's net sales rose to EUR 190mn in the first quarter of 2009 from EUR 180mn in the first quarter of 2008 .,"As vendas líquidas da empresa farmacêutica finlandesa Orion aumentaram para EUR 190 milhões no primeiro trimestre de 2009, de EUR 180 milhões no primeiro trimestre de 2008.",False,27,"Vendas, Farmacêutica, Aumento

*Justificativa:
 * Vendas: está diretamente relacionada ao conteúdo do texto, que menciona as vendas líquidas da empresa farmacêutica| 
 * Farmacêutica: está relacionada à categoria de negócios da empresa Orion|
 * Aumento: está relacionado à mudança no valor das vendas líquidas da empresa em comparação ao primeiro trimestre de 2008."
145,positive,"Finnish Ponsse has signed an agreement with Babcock Africa for the distribution and support of Ponsse forest machines , harvester heads , and information systems in South Africa .","A finlandesa Ponsse assinou um acordo com a Babcock Africa para a distribuição e suporte de máquinas florestais, cabeçotes de harvester e sistemas de informação da Ponsse na África do Sul.",False,31,"Máquina, Florestal, África

*Justificativa:

*Máquina: está diretamente relacionada ao conteúdo do texto, que menciona a distribuição e suporte de máquinas florestais da Ponsse na África do Sul.

*Florestal: está relacionada à natureza das máquinas e produtos mencionados no texto.

*África: está relacionada ao local onde o acordo foi assinado, indicando a região geográfica envolvida."
146,positive,South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,A Sappi sul-africana se tornará a maior empresa estrangeira da indústria florestal operando na Finlândia como resultado da aquisição da unidade de negócios de papéis gráficos da Finnish M-real Corporation.,False,30,"Indústria, Aquisição, Papel

* Justificativa:
 * Indústria: está diretamente relacionada ao conteúdo do texto, que menciona a Sappi como uma empresa operando na indústria florestal.
 * Aquisição: está relacionada à transação de negócios pela qual a Finnish M-real Corporation vendeu sua unidade de negócios de papéis gráficos para a Sappi.
 * Papel: está relacionado ao tipo de produto que é afetado pela aquisição, sendo um dos principais produtos da Sappi."
147,positive,According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,"De acordo com o deputado MD Pekka Silvennoinen, o objetivo é dobrar a rotatividade nos próximos três anos.",False,18,"Rotatividade, Doutrinação,Objetivo"
148,positive,"According to HKScan Finland , the plan is to increase J+∆rvi-Suomen Portti 's net sales to EUR 80mn to EUR 100mn .","De acordo com a HKScan Finland, o plano é aumentar as vendas líquidas da J + ∆rvi-Suomen Portti de EUR 80 milhões para EUR 100 milhões.",False,26,"Aumento, Vendas, Finanças

* Justificativa:
 * Aumento: está diretamente relacionado ao conteúdo do texto, que menciona a intenção de aumentar as vendas líquidas da J + ∆rvi-Suomen Portti
 * Vendas: está relacionada à ideia de aumentar as vendas líquidas da empresa
 * Finanças: está relacionada ao plano financeiro da HKScan Finland para aumentar as vendas líquidas"
149,positive,"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .","As receitas de publicidade e circulação aumentaram 3,4% e 0,4%, respetivamente.",False,11,"Publicidade, Receita, Circulação

*Justificativa:*

 *   Publicidade: está diretamente relacionada ao conteúdo do texto, que menciona aumento nas receitas de publicidade| 
*   Receita: está relacionada à ideia de ganho financeiro, como a publicidade é uma fonte de receita para empresas| 
*   Circulação: está relacionada ao aumento na circulação, o que pode afetar as receitas das empresas."
150,positive,"After the takeover , Cramo will become the second largest rental services provider in the Latvian market .","Após a aquisição, a Cramo se tornará a segunda maior provedora de serviços de aluguel do mercado letão.",False,18,"Aquisição, Mercado, Provedor

*Justificativa:*

Aquisição: está diretamente relacionada ao conteúdo do texto, que menciona a Cramo se tornando a empresa aquisida|        Mercado: está relacionada à ideia de competição e posição no mercado da Cramo após a aquisição|        Provedor: está relacionada à atividade principal da Cramo como uma empresa do setor imobiliário, que fornece serviços de aluguel."
151,positive,"Again , the most significant sales increase of 18.6 % was in Russia .","Novamente, o aumento de vendas mais significativo de 18,6% foi na Rússia.",False,12,"Rússia, Vendas, Aumento

*Justificativa:*

Rússia: está diretamente relacionada ao conteúdo do texto, que menciona o aumento de vendas mais significativo ocorrido na Rússia.

Vendas: está relacionada à ideia de crescimento ou diminuição das vendas, que é o tema abordado no texto.

Aumento: está relacionada ao fato de que o aumento foi o maior da lista."
152,positive,Alma Media expects its net sales to increase as forecast previously .,A Alma Media espera que suas vendas líquidas aumentem conforme previsto anteriormente.,False,12,"Alma Media, Vendas, Crescimento

*Justificativa:

*   Alma Media está diretamente relacionada ao conteúdo do texto, que menciona a empresa como a responsável pelas vendas líquidas.
*   Vendas: está relacionada à ideia de que as vendas da empresa estão aumentando conforme previsto anteriormente
*   Crescimento: está relacionada à ideia de aumento das vendas e ao resultado positivo para a empresa."
153,positive,Also Lemmink+∆inen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,"Além disso, o lucro da Lemmink + ∆inen no período contábil subiu para EUR 3,1 milhões, de EUR -24,5 milhões um ano atrás.",False,23,"Lucro, Período Contábil, Crescimento 

* Justificativa: 
      Lucro: está relacionado ao conteúdo do texto, que menciona o lucro da Lemmink + ∆inen no período contábil| 
      Período Contábil: está relacionada à data em que o lucro é apresentado, mostrando a evolução financeira da empresa nos últimos anos| 
      Crescimento: está relacionada à ideia de aumento do lucro, mostrando uma melhoria na posição financeira da Lemmink + ∆inen."
154,positive,"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .","No final de Março de 2007, a carteira de encomendas do grupo ascendia a 39,6 milhões de euros, um aumento de 42% face ao período homólogo de 2006.",False,28,"Investimento, Crescimento, Carteira

* Justificativa:
* Investimento: está diretamente relacionada à ideia de aumento da carteira de encomendas do grupo
* Crescimento: está relacionado ao aumento de 42% na carteira de encomendas em comparação com o período homólogo de 2006, indicando um crescimento no negócio
* Carteira: está relacionada à ideia de gestão e acumulação de encomendas pelo grupo"
155,positive,"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .","Ao mesmo tempo, o lucro da empresa aumentou 10% no primeiro semestre e atingiu Ls 79.000.",False,16,"Lucro, Crescimento, Ganho

*Justificativa:*

Lucro: está diretamente relacionada ao conteúdo do texto, que menciona o aumento do lucro da empresa.
Crescimento: está relacionado à ideia de aumento do lucro e é uma palavra-chave que se aplica ao contexto.
Ganho: está relacionada ao resultado do crescimento do lucro, sendo a palavra-chave mais específica e relevante para o conteúdo do texto."
156,neutral,Aviation Systems Maintenance is based in Kansas and generated net sales of USD 2.6 million for 2008 .,"A Aviation Systems Maintenance está sediada no Kansas e gerou vendas líquidas de US $ 2,6 milhões em 2008.",False,19,"Aviação, Manutenção, Vendas

* Justificativa:
 * Aviação: está diretamente relacionada ao conteúdo do texto, que menciona a Aviation Systems Maintenance como uma empresa que atua na aviação.
 * Manutenção: está relacionada à atividade da empresa de manter e reparar sistemas aviários.
 * Vendas: está relacionada às receitas líquidas da empresa, que mencionam as vendas líquidas de US $ 2.6 milhões em 2008."
157,positive,"Besides we have increased the share of meat in various sausages and are offering a number of new tastes in the grill products and shish kebabs segment , '' Paavel said .","Além disso, aumentamos a participação da carne em várias salsichas e estamos oferecendo uma série de novos sabores no segmento de grelhados e espetadas '', disse Paavel.",False,27,"Carne, Salsicha, Grelhado

* Justificativa:
 * Carne: está presente como um ingrediente em várias salsichas e é mencionada como uma opção para grelhados;
 * Salsicha: é um produto que contém carne e é mencionado como sendo expandido com novos sabores;
 * Grelhado: é um método de cozimento que está relacionado ao oferecimento de salsichas em diferentes sabores, incluindo os grelhados."
158,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR10 .5 m and EUR28 .8 m , as compared to the financial year 2004 .","O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR10,5 me EUR28,8 milhões, em comparação com o ano financeiro de 2004.",False,28,"Lucro, Crescimento, Operacional

*Justificativa:
    Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o aumento dos lucros operacionais para o período de 12 meses.
    Crescimento: está relacionada à ideia de aumento das vendas líquidas e dos lucros operacionais em comparação com o ano financeiro de 2004.
    Operacional: está relacionada ao foco do texto no lucro operacional, que é um aspecto importante da performance financeira de uma empresa."
159,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 .","O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR 20,8 milhões e EUR177,7 milhões, em comparação com o ano financeiro de 2004.",False,30,"Lucro, Crescimento, Vendas

*Justificativa:*
Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o aumento do lucro operacional| 
Crescimento: está relacionada à ideia de aumento nas vendas líquidas e no lucro operacional| 
Vendas: está relacionada ao conteúdo do texto, que menciona o aumento das vendas líquidas em comparação com o ano financeiro de 2004|"
160,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .","O lucro operacional e as vendas líquidas no período de 12 meses aumentaram, respectivamente, de EUR21,5 me EUR196,1 milhões, em comparação com 2005.",False,23,"Lucro, Operações, Vendas"
161,positive,"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .","O lucro operacional e as vendas líquidas para o período de 12 meses aumentaram, respectivamente, de EUR4,7 milhões e EUR26,7 milhões, em comparação com 2004.",False,25,"Lucro, Vendas, Aumento

*Justificativa:
*   *Lucro*: está diretamente relacionado ao conteúdo do texto, que menciona um aumento no lucro operacional| 
*   *Vendas*: está relacionada à ideia de crescimento comercial, como o aumento das vendas líquidas para o período de 12 meses| 
*   *Aumento*: está relacionado ao fato de mostrar uma melhoria nas estatísticas do lucro e das vendas, em comparação com os anos anteriores."
162,positive,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .","O lucro operacional e as vendas líquidas no período de nove meses aumentaram, respectivamente, 26,6% e 3,4%, em comparação com o período correspondente de 2006.",False,25,"Lucro, Vendas, Aumento

* Justificativa:
*   Lucro: está diretamente relacionada ao conteúdo do texto, que menciona a percentual de aumento no lucro operacional;
*   Vendas: está relacionada à ideia de vendas líquidas e ao seu percentual de aumento;
*   Aumento: está relacionado à ideia de variação positiva das vendas e lucros em comparação com um período anterior."
163,positive,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .","Tanto o lucro operacional quanto as vendas líquidas para o período de seis meses aumentaram, respectivamente, de EUR13,8 milhões e EUR143,6 milhões, em comparação com o período correspondente em 2007.",False,30,"Lucro, Crescimento, Vendas

*Justificativa:

*   Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o aumento do lucro operacional;
*   Crescimento: está relacionada à ideia de aumento das vendas líquidas e também pode ser considerada em relação ao aumento do lucro;
*   Vendas: está relacionada às informações sobre as vendas líquidas do período de seis meses."
164,positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .","O lucro operacional e as vendas líquidas para o período de seis meses aumentaram, respectivamente, de EUR0,4 me EUR3,2 milhões, em comparação com o período correspondente em 2005.",False,28,"Lucro, Vendas, Crescimento

*Justificativa:
    * Lucro: está relacionada ao conteúdo do texto, que menciona o aumento do lucro operacional|    
    * Vendas: está relacionada à ideia de crescimento das vendas líquidas|
    * Crescimento: está relacionada ao aumento da vendas e lucro durante os seis meses"
165,positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 .","O lucro operacional e as vendas líquidas no período de seis meses aumentaram, respectivamente, de EUR 18,1 milhões e EUR 127,6 milhões, em comparação com o período correspondente em 2006.",False,30,"Lucro, Operações, Vendas

* Justificativa:
-Lucro: está diretamente relacionado ao conteúdo do texto, que menciona a alteração nos lucros operacionais entre os períodos de 2006 e o atual| 
-Operações: está relacionada à ideia de crescimento das vendas líquidas no período|
-Vendas: está relacionada à ideia de aumento nas receitas das vendas durante esse período"
166,positive,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .","O lucro operacional e as vendas líquidas para o período de seis meses aumentaram, respectivamente, de EUR7,5 milhões e EUR655,5 milhões, em comparação com o período correspondente em 2005.",False,29,"Lucro, Vendas, Crescimento

*Justificativa:* 
   Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o aumento do lucro operacional| 
   Vendas: está relacionada à ideia de crescimento das vendas líquidas| 
   Crescimento: está relacionada à comparação entre os resultados do período em 2005 e o atual."
167,positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 .","O lucro operacional e as vendas líquidas para o período de três meses aumentaram, respectivamente, de EUR15,1 milhões e EUR131,5 milhões, em comparação com o período correspondente em 2005.",False,29,"Lucro, Vendas, Aumento

*Justificativa:* 
 *   Lucro: está diretamente relacionada ao conteúdo do texto que menciona o lucro operacional| 
 *   Vendas: está relacionada à ideia de aumentos nas vendas líquidas| 
 *   Aumento: está relacionado à comparação entre os períodos de 2005 e os períodos de três meses mais recentes."
168,positive,"Both operating profit and net sales for the three-month period increased , respectively from EUR16 .0 m and EUR139m , as compared to the corresponding quarter in 2006 .","O lucro operacional e as vendas líquidas para o período de três meses aumentaram, respectivamente, de EUR16,0 milhões e EUR139 milhões, em comparação com o trimestre correspondente em 2006.",False,29,"Lucro, Vendas, Crescimento

*Justificativa:
 *   Lucro: está relacionado ao conteúdo do texto que menciona o aumento do lucro operacional;
 *   Vendas: está relacionada à quantidade de vendas líquidas que aumentaram no período em comparação com o trimestre correspondente em 2006;
 *   Crescimento: está relacionada à ideia de aumento das vendas e lucros ao longo do tempo, sugerindo um crescimento econômico."
169,positive,"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .","O lucro operacional e as vendas para o período de três meses aumentaram, respectivamente, de EUR0,3 milhões e EUR13,1 milhões, em comparação com o período correspondente em 2005.",False,28,"Lucro, Vendas, Crescimento

* Justificativa:
*   Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o aumento do lucro operacional.
*   Vendas: está relacionada à ideia de aumento das vendas durante o período de três meses em comparação com 2005
*   Crescimento: está relacionada ao aumento no lucro e às vendas em comparação com o ano anterior"
170,positive,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .","Tanto o lucro operacional como o volume de negócios no período de nove meses aumentaram, respetivamente, de EUR2,4 me EUR43,8 milhões, em comparação com o período correspondente do ano anterior.",False,30,"Lucro, Negócios, Operações

*Justificativa:

Lucro: está relacionado ao conteúdo do texto que menciona um aumento no lucro operacional.

Negócios: está relacionada à ideia de investimento na empresa e aumento no volume de negócios.

Operações: está relacionada ao planejamento da empresa para aumentar suas receitas."
171,positive,"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .","Tanto o lucro operacional como o volume de negócios no período de seis meses aumentaram, respetivamente, de EUR17,6 me EUR 1149,9 m, em comparação com o período correspondente em 2007.",False,30,"Lucro, Negócios, Volume

*Justificativa:
 *Lucro: está relacionada ao aumento do lucro operacional mencionado no texto.
 *Negócios: está relacionada ao aumento do volume de negócios mencionado no texto.
 *Volume: está relacionada à medida em que o volume de negócios aumentou, indicando um crescimento econômico."
172,positive,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .","O lucro operacional e o volume de negócios no período de seis meses aumentaram, respectivamente, de EUR0,1 me EUR29,0 milhões, em comparação com o período correspondente do ano anterior.",False,29,"Lucro, Negócios, Operacional

*Justificativa:* 
- Lucro: está relacionado ao aumento do lucro operacional no período de seis meses.
- Negócios: está relacionado à comparação do volume de negócios entre os períodos de seis meses e um ano anterior.
- Operacional: está relacionada à expressão ""lucro operacional"", que se refere aos lucros gerados sem considerar as perdas financeiras ou outras perdas não operacionais."
173,positive,Cargo volume grew by 7 % .,O volume de carga cresceu 7%.,False,6,"Carga, Crescimento, Volume

* Justificativa:
 * Carga: está diretamente relacionada ao conteúdo do texto, que menciona o aumento do volume de carga em 7%.
 * Crescimento: está relacionado à ideia de aumento ou aumento percentual, como no caso da carga crescendo 7%| 
 * Volume: está relacionado ao conceito de quantidade ou medida, como no caso do ""volume de carga""."
174,positive,Cargo volume increased by approximately 5 % .,O volume de carga aumentou cerca de 5%.,False,8,"Carga, Aumento, Volume

* Justificativa:
 * Carga: está diretamente relacionada ao conteúdo do texto, que menciona um aumento no volume de carga;
 * Aumento: está relacionada à ideia de mudança no valor de um índice ou quantidade;
 * Volume: está relacionada ao termo utilizado para descrever a medida do aumento da carga."
175,positive,"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .","o lucro operacional comparável totalizou EUR 854 milhões, acima dos EUR 730 milhões em 2004.",False,15,"Lucro, Operacional, Comparável

*Justificativa:
 *Lucro: está diretamente relacionada ao conteúdo do texto, que menciona o lucro operacional alcançado pela empresa.
 *Operacional: está relacionada à natureza da informação apresentada no texto, que se refere a um indicador de desempenho da empresa na gestão diária e na execução das operações.
 *Comparável: está relacionada à comparação do lucro entre anos, o que permite uma análise de crescimento ou diminuição da rentabilidade da empresa ao longo do tempo."
176,positive,"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .","A Digia disse que suas vendas líquidas consolidadas de janeiro a junho de 2010 foram de EUR67,8 milhões, um aumento de 9,7% em relação ao mesmo período de 2009 (EUR61,9 milhões).",False,31,"Vendas, Crescimento, Produção

*Justificativa:
 Vendas: está diretamente relacionada ao conteúdo do texto, que menciona as vendas líquidas consolidadas da Digia;
Crescimento: está relacionada à ideia de aumento nas vendas em relação ao período anterior;
Produção: não está presente no texto, mas pode ser considerado um conceito relacionado às vendas e crescimento."
177,positive,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,"O lucro diluído por ação (EPS) aumentou para EUR 0,29 de EUR 0,05.",False,13,"Lucro, Aumento, Investimento

*Justificativa:
    * Lucro: está diretamente relacionada ao conteúdo do texto, que menciona o aumento do lucro diluído por ação (EPS).
    * Aumento: está relacionada à ideia de melhoria no resultado financeiro.
    * Investimento: está relacionado à situação da empresa que aumentou seu EPS."
178,positive,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,"O lucro diluído por ação (EPS) aumentou para EUR 0,52 contra EUR 0,09.",False,13,"Lucro, Aumento, Dividendos

*Justificativa:
-Lucro: está diretamente relacionado ao conteúdo do texto que menciona o EPS aumentando para EUR 0,52
-Aumento: está relacionada à mudança no valor do EPS que passou de EUR 0,09 para EUR 0,52
-Dividendos: é uma possibilidade relacionada ao aumento do lucro."
179,positive,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .,"O lucro diluído por ação (EPS) aumentou para 1,05 euros de 0,64 euros.",False,13,"Lucro, Aumento, Dividendos 

*Justificativa:* 
Lucro: está relacionada ao conteúdo do texto, que menciona o aumento do lucro diluído por ação (EPS).
Aumento: está relacionada à ideia de aumento do lucro no EPS.
Dividendos: não está presente no conteúdo do texto."
180,positive,Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,"O lucro diluído por ação (EPS) aumentou para EUR 3,68 de EUR 0,50.",False,13,"Lucro, Aumento, Valor

*Justificativa:
* Lucro: está relacionado ao conteúdo do texto, que menciona o aumento do lucro diluído por ação (EPS)
* Aumento: está relacionada à ideia de melhoria no desempenho financeiro da empresa
* Valor: está relacionada ao valor dos investimentos na empresa"
181,positive,Diluted EPS rose to EUR3 .68 from EUR0 .50 .,"O EPS diluído subiu para EUR3,68 de EUR0,50.",False,8,"EPS, Cotação, Aumento

*Justificativa:
 *EPS (Earnings Per Share): está diretamente relacionada ao conteúdo do texto, que menciona a ação do EPS diluído subindo para uma nova cotação;
 *Cotação: está relacionada à mudança na cotação da ação, que é um aspecto fundamental do mercado de valores;
 *Aumento: está relacionada à subida da ação, que é o resultado da mudança na cotação."
182,positive,EBIT margin was up from 1.4 % to 5.1 % .,"A margem de EBIT aumentou de 1,4% para 5,1%.",False,9,"Margem, lucro, crescimento

*Justificativa:
 * Margem: está relacionada ao conteúdo do texto, que menciona a margem de EBIT (Ebitda de Lucro) da empresa e sua variação| 
 * Lucro: está diretamente relacionado ao conteúdo do texto, que fala em aumento da margem de lucro da empresa|"
183,neutral,"Editor 's note : Grimaldi generated a 1.7 bln euro ( $ 2.182 bln ) turnover in 2005 , ANSA reported on May 29 , 2006 .","Nota do editor: Grimaldi gerou um faturamento de 1,7 bilhões de euros (US $ 2,182 bilhões) em 2005, informou a ANSA em 29 de maio de 2006.",False,27,"Grimaldi, Faturamento, Bilhão

*Justificativa:* Grimaldi: está relacionada ao conteúdo do texto que menciona o faturamento da empresa Grimaldi; Faturamento: está diretamente relacionado ao conteúdo do texto, que menciona a quantidade de dinheiro gerada pela empresa em 2005; Bilhão: está relacionada à quantidade expressa em bilhões de euros e dólares."
184,positive,"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .","O lucro por ação do trimestre foi de EUR0,00, em comparação com EUR0,01 no terceiro trimestre de 2008, representando as vendas líquidas do Grupo no terceiro trimestre foram de EUR15,3 milhões, um aumento de 2,8% em comparação com EUR14,9 milhões no terceiro trimestre de 2008.",False,45,"Lucro, Aumento, Vendas

*Justificativa:*

* Lucro: está diretamente relacionado ao conteúdo do texto, que menciona o lucro por ação do trimestre| 
* Aumento: está relacionada à comparação entre os lucros de diferentes períodos, mostrando um aumento no terceiro trimestre| 
* Vendas: está relacionada às informações sobre as vendas líquidas do Grupo no terceiro trimestre."
185,positive,"EPS from continuing operations came in at 0.30 eur , up from 0.17 .","O EPS das operações contínuas ficou em 0,30 eur, acima dos 0,17.",False,12,"Operações, Margens, Resultados

*Justificativa:*

*   Operações: está diretamente relacionada ao conteúdo do texto que fala sobre as margens operacionais
*   Margens: está relacionado à ideia de margens de operação das empresas
*   Resultados: está relacionado ao final do texto que menciona os resultados das operações contínuas"
186,positive,"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","O índice de equivalência patrimonial foi de 60,9% contra 54,2% No terceiro trimestre de 2007, as vendas líquidas do Negócio de Alimentos Congelados totalizaram EUR 11,0, um aumento de cerca de 5% em relação ao terceiro trimestre de 2006.",False,39,"Vendas, Equivalência Patrimonial, Crescimento"
187,positive,"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",EUR928.000 no primeiro trimestre de 2010 6 de maio de 2010 - A empresa finlandesa de design têxtil e de roupas Marimekko Oyj (HEL: MMO1V) disse hoje que seu lucro líquido aumentou para EUR928.000 no primeiro trimestre de 2010 de EUR13.000 no período correspondente do ano anterior .,False,48,"Design, Lucro, Investimento

*Justificativa:
Design: está relacionado ao conteúdo do texto, que menciona a empresa finlandesa Marimekko Oyj como uma empresa de design têxtil e roupas.
Lucro: está diretamente relacionada à informação apresentada sobre o aumento do lucro líquido da empresa.
Investimento: está relacionada ao investimento feito pela empresa em seu lucro líquido, com um aumento significativo desde o ano anterior."
188,positive,"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .","A Elcoteq SE, sediada na Finlândia, fornecedora privada de serviços de fabricação de eletrônicos para empresas de comunicações, disse na quinta-feira que assinou um contrato de fornecimento de fabricação de longo prazo com a empresa de equipamentos de comunicação Andrew Corp.",False,41,"Elcoteq, Fornecimento, Comunicação"
